DESCRIPTION,PROPERTY NAME,ESA,STREET START NR,STREET END NR,LOT PREFIX,LOT NUMBER,STREET_NAME,STREET TYPE,LOCALITY_NAME,STATE CODE,POST CODE,LONG  DEG,LONG  MIN,LONG SEC,EW HEM,LAT DEG,LAT MIN,LAT SEC,NS HEMI,AMG ZONE,EASTING,NORTHING,PMS CODE
21K NORTHEAST OF YASS ON,BLAKNEY CREEK SCAX,BLKY,,,,,YASS   RYE PARK,RD,BLAKNEY CREEK,NSW,2581,148,56,10,E,34,35,26,S,55,677572,6170663,4209
,BLAND SCAX,BLND,,,,,JANE,ST,BLAND,NSW,2721,147,40,59,E,33,59,39,S,55,563095,6238286,1140
,BLAYNEY EXCHANGE,BLAY,60,,,,ADELAIDE,ST,BLAYNEY,NSW,2799,149,19,26,E,33,44,36,S,55,715282,6263884,3261
30 KM E DENILIQUIN CNR BLIGHTY HALL RD,BLIGHTY EXCHANGE,BLTY,,,,,RIVERINA,HWY,BLIGHTY,NSW,2713,145,19,13,E,35,35,42,S,55,347824,6059673,1145
,BLOW CLEAR SCAX,BLCR,,,,,BURCHER,RD,BLOW CLEAR VIA GIRRAL,NSW,2669,147,14,35,E,33,42,41,S,55,522532,6269823,4215
,BOBADAH TE,BDAH,,,,,GRIFFITH,ST,BOBADAH,NSW,2873,146,41,11,E,32,18,30,S,55,470487,6425349,7079
,BOBUNDARA SCAX,COMA,1,,,,COOMA,RD,BOBUNDARA,NSW,2630,148,59,49,E,36,28,59,S,55,678875,5960623,3262
9K W OFF MUDGEE ILFORD RD BETWEEN ILFORD & TRIANGLE SWAMP 5K N  AARONS PASS RD ON,BOCOBLE SCAX,BOCE,,,,,BOCOBLE,RD,BOCOBLE,NSW,2850,149,43,19,E,32,49,59,S,55,754800,6363928,14204
AFTER TUROSS HEAD OFF,BODALLA SCAX,BODA,,,,,PRINCES,HWY,BODALLA,NSW,2545,150,3,0,E,36,5,9,S,56,234383,6002509,1153
CORNER MONOMIE STREET &,BOGAN GATE SCAX,BNGE,,,,,LACHLAN,ST,BOGAN GATE,NSW,2876,147,48,14,E,33,6,23,S,55,575017,6336637,1162
CORNER GLENALICE ROAD &,BOGEE SCAX,BOGE,,,,,RYLSTONE,RD,RYLSTONE,NSW,2849,150,2,17,E,32,54,42,S,56,222986,6354621,4235
BEHIND POST OFFICE IN,BOGGABILLA SCAX,BOGG,,,,,MERRIWA,ST,BOGGABILLA,NSW,2409,150,21,20,E,28,36,9,S,56,241402,6833205,173
2 KM WEST OF BOGGABRI PO AT,BOGGABRI SCAX,BOGI,96,,LOT,231,WALTON,ST,BOGGABRI,NSW,2382,150,2,18,E,30,42,12,S,56,216319,6599530,1173
24K SOUTHWEST OF NARRABRI ON,BOHENA SCAX,BHNA,,,,,BOHENA,RD,BOHENA,NSW,2390,149,38,9,E,30,24,59,S,55,753201,6632133,4231
,BOMBALA TE,BOMB,,,,,THERRY,AVE,BOMBALA,NSW,2632,149,15,8,E,36,55,10,S,55,700608,5911699,3265
,BONALBO TE,BNBO,3,,,,KOREELAH,ST,BONALBO,NSW,2469,152,38,15,E,28,45,47,S,56,464610,6818224,3763
,BONDI EXCHANGE,BOND,64,,,,ROSCOE,ST,BONDI,NSW,2026,151,16,22,E,33,53,16,S,56,340280,6248954,3273
,BONNAY SCAX,BONY,,,,,RED CARINDA,RD,WALGETT,NSW,2832,147,59,40,E,30,20,20,S,55,595594,6643251,4238
,BONSHAW SCAX,BONS,,,,,BONSHAW,ST,BONSHAW,NSW,2361,151,17,34,E,29,3,0,S,56,333783,6785284,499
,BONVILLE EXCHANGE,BNVL,,,,,CROSSMAGLEN,RD,BONVILLE,NSW,2441,153,1,59,E,30,22,45,S,56,503175,6639211,1216
13KM S LADYSMITH,BOOK BOOK EXCHANGE,BOOK,,,,,KYEAMBA,RD,BOOK BOOK,NSW,2650,147,35,11,E,35,23,48,S,55,553237,6082813,4245
,BOOKHAM EXCHANGE,BKHM,,,,,MAIN,ST,BOOKHAM,NSW,2582,148,38,20,E,34,48,48,S,55,649909,6146438,1134
,BOOLAROO EXCHANGE,BLRO,31,,,,SEVENTH,ST,BOOLAROO,NSW,2284,151,37,23,E,32,57,17,S,56,371305,6352883,3280
,BOOMANOOMANA EXCHANGE,BOAA,,,PT PORT,76,BACK BAROOGA,RD,BOOMANOOMANA,NSW,2712,145,47,40,E,35,52,45,S,55,391168,6028784,7674
NEAR QLD BORDER APP 90K NORTH OF MOREE,BOOMI EXCHANGE,BOMI,,,,,BISHOP,ST,BOOMI,NSW,2405,149,34,48,E,28,43,28,S,55,751990,6819802,1136
OPPOSITE SCHOOL ON,BOORAL SCAX,BRAL,,,,,BUCKETTS,WAY,BOORAL,NSW,2425,151,57,25,E,32,32,19,S,56,402058,6399392,4256
,BOOROLONG SCAX,BRLG,,,,,BOOROLONG,RD,BOOROLONG,NSW,2350,151,31,59,E,30,19,46,S,56,358979,6643808,1138
,BOOROORBAN EXCHANGE,BRBN,,,,,COBB,HWY,BOOROORBAN,NSW,2710,144,45,44,E,34,55,56,S,55,295603,6132197,3724
,BOOROWA  SCAX,BOWA,,,,,QUEEN,ST,BOOROWA,NSW,2586,148,42,58,E,34,26,17,S,55,657680,6187942,1147
,BORAH TANK EXCHANGE,BHTK,,,,,WALGETT-LIGHTNING RIDGE,RD,WALGETT,NSW,2832,147,56,13,E,29,30,45,S,55,590813,6734875,11877
30KM E WAGGA WAGGA,BORAMBOLA EXCHANGE,BOLA,,,PT PORT,16,STURT,HWY,BORAMBOLA,NSW,2650,147,40,15,E,35,10,40,S,55,561094,6107040,1164
,BOREE CREEK SCAX,BECK,,,,,LAWERENCE,ST,BOREE CREEK,NSW,2652,146,36,26,E,35,6,42,S,55,464195,6114506,11662
CNR AYLESBURY ST,BOTANY EXCHANGE,BOTA,88,,,,TENTERDEN,RD,BOTANY,NSW,2019,151,12,7,E,33,56,44,S,56,333842,6242416,3287
,BOURKE EXCHANGE,BRKE,47,,,,OXLEY,ST,BOURKE,NSW,2840,145,56,11,E,30,5,22,S,55,397512,6670833,3301
32 K NORTHEAST OF ALBURY ON CORNER WYMAH ROAD &,BOWNA SCAX,BOWN,,,,,HUME,HWY,BOWNA,NSW,2644,147,14,18,E,35,59,2,S,55,521473,6017816,4264
NORTHWEST OF YASS IN,BOWNING SCAX,BWNG,,,,,LEAKE,ST,BOWNING,NSW,2582,148,49,1,E,34,46,0,S,55,666289,6151334,4269
,BOWRAL EXCHANGE,BOWL,11,,LOT,2,MERRIGANG,ST,BOWRAL,NSW,2576,150,25,8,E,34,28,41,S,56,262961,6181820,3288
15K WEST OF NAMBUCCA HEADS IN,BOWRAVILLE SCAX,BOWV,,,,,SHIRE,LANE,BOWRAVILLE,NSW,2449,152,51,14,E,30,38,43,S,56,486000,6609712,4218
AT REAR OF POST OFFICE IN,BRAIDWOOD EXCHANGE,BRWD,,,,,PARK,LANE,BRAIDWOOD,NSW,2622,149,47,56,E,35,26,31,S,55,754067,6074351,1181
NEAR DALWOOD ROAD IN,BRANXTON EXCHANGE,BRXN,,,,,FERNHILL,RD,BRANXTON,NSW,2335,151,25,4,E,32,38,21,S,56,351593,6387600,1215
,BRAWBOY EXCHANGE,BBOY,,,,,UPPER WYBONG SCONE,RD,BRAWBOY,NSW,2337,150,37,37,E,31,59,43,S,56,275815,6457636,1235
,BRAWLIN SCAX,BWLN,,,,,,,BRAWLIN,NSW,2590,148,0,14,E,34,48,4,S,55,591841,6148558,4219
,BRAYTON SCAX,BYTN,,,,,BIG HILL,RD,BRAYTON,NSW,2580,149,58,19,E,34,34,56,S,55,772619,6169277,4223
30K NORTH OF COOMA IN,BREDBO SCAX,BRED,,,,,NORTH,ST,BREDBO,NSW,2626,149,8,53,E,36,1,5,S,55,693581,6011920,4224
,BREEZA SCAX,BRZA,,,,,BREEZA - CURLEWIS,RD,BREEZA,NSW,2381,150,27,43,E,31,14,49,S,56,258295,6540261,1231
,BREWARRINA SCAX,BRNA,93,,,,BATHURST,ST,BREWARRINA,NSW,2839,146,51,38,E,29,57,45,S,55,486554,6685369,4227
,BRIBBAREE EXCHANGE,BRBE,,,,,WEEDALLION,ST,BRIBBAREE,NSW,2594,147,52,30,E,34,7,13,S,55,580703,6224168,4229
,BRIGALOW CREEK SCAX,BGCK,,,,,TREVALLYN - BEREEN,RD,BRIGALOW,NSW,2347,149,17,45,E,30,18,55,S,55,720760,6644055,4233
,BRINGELLY RSS,BRGY,289,,LOT,1,BADGERYS CREEK,RD,BRINGELLY,NSW,2171,150,43,56,E,33,54,47,S,56,290347,6245177,1246
,BROADWATER SCAX,BWTR,173,,,,PACIFIC,HWY,BROADWATER,NSW,2472,153,26,35,E,28,59,47,S,56,543153,6792347,4239
,BROCKLESBY SCAX,BROC,,,LOT,7,MAIN,ST,BROCKLESBY,NSW,2642,146,40,45,E,35,49,22,S,55,471008,6035663,1256
,BROGO EXCHANGE,BROG,,,,,PRINCES,HWY,BROGO,NSW,2550,149,49,26,E,36,33,37,S,55,752740,5950200,6068
CNR SINGLETON ST 18 KM NW OF SINGLETON TRIG STATION,BROKE EXCHANGE,BROK,,,,,COCHRANE,ST,POKOLBIN,NSW,2330,151,13,32,E,32,45,48,S,56,333790,6373554,90780
,BROKEN HILL EXCHANGE,BNHL,23,,,,CHLORIDE,ST,BROKEN HILL,NSW,2880,141,28,14,E,31,57,3,S,54,544470,6464905,3334
,BROKEN HILL SOUTH SCAX,BNHL,155,,,,PATTON,ST,BROKEN HILL SOUTH,NSW,2880,141,27,41,E,31,58,51,S,54,543580,6461596,4243
20K NORTHEAST OF LOCKHART ON,BROOKDALE SCAX,BKDE,,,,,GALORE  THE ROCK,RD,BROOKDALE,NSW,2656,146,51,19,E,35,10,54,S,55,486811,6106804,4247
,BROOKLYN TE,BROO,8,,,,WILLIAM,ST,BROOKLYN,NSW,2083,151,13,37,E,33,32,56,S,56,335395,6286462,11036
25K SE MACLEAN OFF,BROOMS HEAD EXCHANGE,BSHD,,,,,OCEAN,ST,BROOMS HEAD,NSW,2463,153,19,43,E,29,36,43,S,56,531815,6724181,4248
,BRUIE PLAINS TE,BRUP,,,,,BACK PEAK HILL,RD,TULLAMORE,NSW,2874,147,51,54,E,32,50,7,S,55,580966,6366649,4249
,BRUNDAH SCAX,BNDH,,,,,COWRA-GRENFELL,RD,BRUNDAH,NSW,2810,148,21,54,E,33,56,2,S,55,626168,6244342,4259
,BRUNGLE SCAX,BRUN,,,,,BRAY,ST,BRUNGLE,NSW,2722,148,13,40,E,35,8,48,S,55,611852,6110007,2527
,BRUNSWICK HEADS EXCHANGE,BKHS,22,,,,FINGAL,ST,BRUNSWICK HEADS,NSW,2483,153,33,0,E,28,32,28,S,56,553802,6842744,4252
,BRUSHGROVE NEW SCAX,BHGE,59,,,,SOUTHARM-SCHOOL,RD,SOUTH ARM,NSW,2460,153,8,49,E,29,33,4,S,56,514234,6730957,13438
,BUFF POINT EXCHANGE,BUPT,56,,,,SCENIC,DR,BUFF POINT,NSW,2262,151,32,28,E,33,13,41,S,56,364056,6322470,3295
,BUKKULLA SCAX & REPEATERS,BKLA,,,,,ASHFORD,RD,BUKKULLA,NSW,2360,151,7,48,E,29,30,17,S,56,318737,6734647,1264
85K NORTH OF NEWCASTLE IN,BULAHDELAH NO2 EXCHANGE,BULA,88,,,,STROUD,ST,BULAHDELAH,NSW,2423,152,12,29,E,32,24,48,S,56,425536,6413483,3299
,BULAHDELAH TE,BULA,33,,,,BOOLOOMBAYT,ST,BULAHDELAH,NSW,2423,152,12,18,E,32,24,34,S,56,425244,6413912,3296
,BULGA SCAX,BULG,,,,,MAIN,RD,BULGA,NSW,2330,151,1,4,E,32,39,8,S,56,314093,6385541,1267
,BULGARY SCAX,BULY,,,,,STURT,HWY,BULGARY,NSW,2650,146,53,14,E,35,0,16,S,55,489697,6126462,3300
LAKE CRAKENBACK RESORT,BULLOCKS FLAT EXCHANGE,THBO,,,,,ALPINE,WAY,BULLOCKS FLAT,NSW,2627,148,26,15,E,36,26,53,S,55,628813,5965384,
,BUMBALDRY SCAX,BUMB,,,,,GRENFELL-COWRA,RD,BUMBALDRY,NSW,2794,148,27,32,E,33,54,19,S,55,634891,6247395,4346
38K SOUTHWEST OF HILSTON ON,BUNDA SCAX,BUDA,,,,,MCDONALDS,RD,HILLSTON,NSW,2675,145,48,20,E,33,38,38,S,55,389247,6276692,4308
109KM W FORBES,BUNDABURRAH EXCHANGE,BBRH,,,,,WEST WYALONG,RD,BUNDABURRAH,NSW,2871,147,58,37,E,33,24,30,S,55,590852,6303023,1269
60K SOUTH OF INVERELL,BUNDARRA SCAX,BDRA,,,,,,,BUNDARRA,NSW,2359,151,4,28,E,30,10,49,S,56,314605,6659682,1272
,BUNDURE SCAX,BDRE,,,,,NARRANDERA-JERILDERIE,RD,BUNDURE,NSW,2663,146,0,26,E,35,8,59,S,55,409560,6109904,1278
1K4 PAST BUNGARBY WAR MEMORIAL ON,BUNGARBY SCAX,BGAR,,,,,BUNGARBY,RD,BUNGARBY,NSW,2630,149,0,19,E,36,41,11,S,55,679151,5938049,1286
BEHIND POLICE STATION,BUNGENDORE EXCHANGE,BGRE,2,,,,BUTMAROO,ST,BUNGENDORE,NSW,2621,149,34,48,E,35,17,12,S,55,734643,6092119,1516
,BUNGONIA EXCHANGE,BNGA,,,,,BUNGONIA,RD,BUNGONIA,NSW,2580,149,56,42,E,34,49,7,S,55,769379,6143124,4317
,BUNGOWANNAH SCAX,BNAH,,,,,METHODIST,RD,BUNGOWANNAH,NSW,2640,146,45,17,E,36,0,3,S,55,477883,6015934,4320
NEAR,BUNGWAHL EXCHANGE,BWHL,,,,,THE LAKES,WAY,BUNGWAHL,NSW,2423,152,25,8,E,32,23,20,S,56,445346,6416320,4322
,BUNNALOO EXCHANGE,BUNO,,,,,TANTONAN,RD,BUNNALOO,NSW,2731,144,35,37,E,35,46,55,S,55,282493,6037565,7685
70K WEST OF MOREE,BUNNOR SCAX,BUNR,,,,,GWYDER,HWY,BUNNOR,NSW,2400,149,20,55,E,29,17,20,S,55,728154,6757729,1513
13K NW OF COOLONGOLOOK ON,BUNYAH SCAX,BNYH,,,,,WALLANBAH,RD,BUNYAH,NSW,2429,152,13,5,E,32,9,48,S,56,426274,6441203,4325
50M  NW CNR WYALONG ST,BURCHER EXCHANGE,BCHR,,,,,BENA,ST,BURCHER,NSW,2671,147,15,25,E,33,31,0,S,55,523872,6291409,4328
,BURNT YARDS SCAX,BTYD,,,,,MANDURAMA-CARCOAR,RD,BURNT YARDS,NSW,2792,149,3,0,E,33,32,40,S,55,690343,6286478,1508
,BURRA CREEK SCAX,BUEK,,,,,QUEANBEYAN-BURRA,RD,BURRA CREEK,NSW,2620,149,10,26,E,35,34,56,S,55,696983,6060218,3752
19K NORTH OF GUNDAGAI ON,BURRA SCAX,BRRU,,,,,GUNDAGAI-BURRA,RD,BURRA,NSW,2722,148,3,36,E,34,55,14,S,55,596834,6135259,4331
60K WEST OF DINILIQUIN IN,BURRABOI SCAX,BBOI,,,,,LAWSON,ST,BURRABOI,NSW,2732,144,18,38,E,35,23,27,S,55,255717,6080293,1252
,BURRAGA SCAX,BRGA,,,,,ARKSTONE,RD,BURRAGA,NSW,2795,149,33,36,E,33,56,58,S,55,736590,6240504,4334
CORNER CHURCH STREET &,BURRAWANG SCAX,BRWG,,,,,HODDLE,ST,BURRAWANG,NSW,2577,150,29,31,E,34,36,54,S,56,270049,6166799,1420
,BURRELL CREEK SCAX,BLCK,,,,,GLOUCESTER-TAREE,RD,BURRELL CREEK,NSW,2429,152,17,42,E,31,57,2,S,56,433374,6464839,4265
,BURREN JUNCTION EXCHANGE,BJUN,,,,,BLENHEIM,ST,BURREN JUNCTION,NSW,2386,148,58,7,E,30,6,13,S,55,689687,6668087,3317
,BURROWAY SCAX,BRWY,,,,,NARROMINE,RD,BURROWAY,NSW,2821,148,16,31,E,32,4,4,S,55,620381,6451347,1460
,BURRUMBUTTOCK SCAX 1,BRBK,,,,,HOWLONG-CULCAIRN RD,RD,BURRUMBUTTOCK,NSW,2642,146,48,19,E,35,49,59,S,55,482402,6034553,1463
,BURWOOD EXCHANGE,BURD,30,32,,,RAILWAY,PDE,BURWOOD,NSW,2134,151,6,15,E,33,52,41,S,56,324666,6249751,3325
APP 80K SOUTH OF BOURKE TOWARDS NYNGAN CNR NYNGAN ST,BYROCK EXCHANGE,BRKE,,,LOT,5,COBAR,ST,BYROCK,NSW,2831,146,25,15,E,30,39,10,S,55,444519,6608742,4267
,BYRON BAY EXCHANGE,BYBY,32,,,,FLETCHER,ST,BYRON BAY,NSW,2481,153,36,47,E,28,38,39,S,56,559921,6831269,3327
,CAINBIL SCAX,CAIN,,,,,DUNEDOO-MERRIWA,RD,BIRRIWA,NSW,2844,149,42,22,E,32,3,56,S,55,755474,6449102,4273
16K WEST OF GOSFORD CORNER COOKS ROAD &,CALGA SCAX,CAGA,,,,,PEATS RIDGE,RD,CALGA,NSW,2250,151,12,45,E,33,24,12,S,56,333759,6302583,4272
,CALIMO SCAX,CALM,,,,,MOULAMEIN-DENILIQUIN,RD,CALIMO,NSW,2710,144,37,46,E,35,25,4,S,55,284758,6078044,1291
,CAMBEWARRA NEW EXCHANGE,CAMW,,,LOT,26,MAIN,RD,CAMBEWARRA,NSW,2540,150,33,19,E,34,49,21,S,56,276418,6143906,
BEHIND OLD POST OFFICE ENTER FROM DUMARESQ ST,CAMPBELLTOWN EXCHANGE,CBTN,261,,,,QUEEN,ST,CAMPBELLTOWN,NSW,2560,150,48,44,E,34,4,4,S,56,298095,6228170,3321
,CAMPSIE EXCHANGE,CAMP,395,,,,CANTERBURY,RD,CAMPSIE,NSW,2194,151,6,34,E,33,54,57,S,56,325232,6245557,3352
,CANDELO EXCHANGE,CAND,,,,,BEGA,ST,CANDELO,NSW,2550,149,41,54,E,36,45,50,S,55,740865,5927928,1367
,CANOBOLAS SCAX,CANS,,,,,,,CANOBOLAS,NSW,2800,149,1,23,E,33,17,30,S,55,688386,6314559,1374
,CANOELANDS EXCHANGE,CALD,,,,,,,COURANGRA POINT,NSW,2204,151,5,2,E,33,29,12,S,56,321985,6293108,
CORNER CANOELANDS ROAD &,CANOELANDS SCAX,CALD,,,,,OLD NORTHERN,RD,CANOELANDS,NSW,2157,151,1,30,E,33,30,32,S,56,316560,6290559,4275
APP 30 KM N COWRA IN,CANOWINDRA EXCHANGE,CANW,,,,,SHORT,ST,CANOWINDRA,NSW,2804,148,39,43,E,33,33,52,S,55,654274,6284905,3354
,CAPERTEE EXCHANGE,CPEE,,,,,RAILWAY,ST,CAPERTEE,NSW,2846,149,59,10,E,33,8,47,S,55,778548,6328521,4277
REAR OF POST OFFICE IN,CAPTAINS FLAT SCAX,CPFT,,,,,FOXLOW,ST,CAPTAINS FLAT,NSW,2623,149,26,13,E,35,35,25,S,55,720799,6058766,1384
30 K NORTHWEST OF TUMBARUMBA ON,CARABOST SCAX,CBST,,,,,TUMBARUMBA-WAGGA,RD,CARABOST,NSW,2650,147,43,42,E,35,36,7,S,55,565959,6059960,4279
40K WEST OF GRENFELL BEHIND THE POST OFFICE IN,CARAGABAL SCAX,CAGL,,,,,WYALONG,ST,CARAGABAL,NSW,2810,147,51,43,E,33,51,24,S,55,579745,6253408,4280
,CARAWANDOOL SCAX,CRDL,,,,,,,CARAWANDOOL,NSW,2871,147,31,34,E,33,41,4,S,55,548776,6272713,1391
,CARCOAR SCAX,COAR,,,,,MANDURAMA,ST,CARCOAR,NSW,2791,149,8,42,E,33,36,22,S,55,699023,6279461,4281
,CARDIFF EXCHANGE,CRDF,19,,,,QUEEN,AVE,CARDIFF,NSW,2285,151,38,38,E,32,56,32,S,56,373233,6354312,3356
60K NNW OF MOREE VIA GARAH,CAREUNGA SCAX,CRGA,,,,,FOXES,LANE,CAREUNGA,NSW,2400,149,49,42,E,28,58,52,S,55,775593,6790820,4284
APPROXIMATELY 35 K WEST OF ORANGE ON CORNER DALTON STREET &,CARGO SCAX,CARG,,,,,POWERS,ST,CARGO,NSW,2800,148,48,32,E,33,25,21,S,55,668190,6300417,3786
,CARINDA SCAX,CRND,,,,,SHAKESPEARE,ST,CARINDA,NSW,2831,147,41,21,E,30,27,47,S,55,566166,6629708,4282
,CARLINGFORD EXCHANGE,CARL,413,,,,NORTH ROCKS,RD,CARLINGFORD,NSW,2118,151,2,42,E,33,46,2,S,56,318949,6261951,3376
,CARODA EXCHANGE,CARA,,,LOT,1,ROCKY CREEK,RD,ROCKY CREEK,NSW,2371,150,17,38,E,30,2,47,S,56,239076,6672998,2519
OPPOSITE TUNCOEE ROAD,CARRAMAR EXCHANGE,CARR,6,12,,,THE HORSLEY,DR,CARRAMAR,NSW,2163,150,58,5,E,33,53,17,S,56,312104,6248390,3379
,CARRAWOBITTY SCAX,CWTY,,,,,,,CARRAWOBITTY,NSW,2830,147,51,14,E,33,21,46,S,55,579451,6308175,92124
,CARROLL SCAX,CRRL,,,,,FORBES,ST,CARROLL,NSW,2340,150,26,38,E,30,59,10,S,56,255907,6569143,1434
,CASINO EXCHANGE,CSNO,,,,,SIMPSONS,PDE,CASINO,NSW,2470,153,2,49,E,28,51,51,S,56,504582,6807067,3335
NEAR INTERSECTION  MERRIWA ROAD LLANGOLLAN ROAD &,CASSILIS SCAX,CASS,,,,,SCOTT,ST,CASSILIS,NSW,2329,149,58,51,E,32,0,18,S,55,781603,6455134,4288
,CASTLE HILL EXCHANGE,CAST,4,,,,CASTLE,PL,CASTLE HILL,NSW,2154,151,0,19,E,33,43,56,S,56,315200,6265761,3339
CNR DEVLIN RD,CASTLEREAGH EXCHANGE,CRGH,,,,,POST OFFICE,RD,CASTLEREAGH,NSW,2749,150,40,44,E,33,39,32,S,56,284779,6273256,4290
,CAWONGLA SCAX,CWLA,,,,,KYOGLE,RD,CAWONGLA,NSW,2474,153,5,53,E,28,36,2,S,56,509584,6836277,1447
,CECIL HILLS  RSS,ERPK,,,,,LEOPOLD,PL,CECIL PARK,NSW,2171,150,50,3,E,33,52,46,S,56,299694,6249109,11852
8 K SOUTH OF KYOGLE IN,CEDAR POINT SCAX,CDPT,,,,,OMAGH,RD,CEDAR POINT,NSW,2474,152,59,24,E,28,41,56,S,56,499021,6825387,4294
,CESSNOCK EXCHANGE,CESS,12,,,,VINCENT,ST,CESSNOCK,NSW,2325,151,21,25,E,32,50,0,S,56,346219,6366004,3346
,CHARLESTOWN EXCHANGE,CHLS,89,,,,PACIFIC,HWY,CHARLESTOWN,NSW,2290,151,41,44,E,32,57,59,S,56,378097,6351674,3351
,CHATSWOOD EXCHANGE,CHAT,1,,,,THOMAS,ST,CHATSWOOD,NSW,2067,151,10,46,E,33,47,56,S,56,331460,6258660,3355
CORNER NORTH ARM ROAD &,CHILLINGHAM SCAX,CHLM,,,LOT,2,NUMINBAH,RD,CHILLINGHAM,NSW,2484,153,20,6,E,28,19,7,S,56,532838,6867471,12865
,CHIPPING NORTON EXCHANGE,CARR,23,,,,ERNEST,AVE,CHIPPING NORTON,NSW,2170,150,59,8,E,33,55,3,S,56,313781,6245173,3366
,CHIVERTON SCAX,CHIV,,,,,GOOLOOGONG-COWRA,RD,CHIVERTON,NSW,2794,148,38,27,E,33,50,12,S,55,651835,6254750,1461
,CITY SOUTH EXCHANGE,CYSH,219,227,,,CASTLEREAGH,ST,SYDNEY,NSW,2000,151,12,32,E,33,52,29,S,56,334329,6250290,3036
EAST OF LITHGOW IN UNNAMED ROAD 14 425 METRES NORTH OFF,CLARENCE SCAX,CNCE,,,,,THE CHIFLEY,RD,CLARENCE,NSW,2790,150,14,6,E,33,27,19,S,56,243005,6294827,4296
34 METRES FROM,CLARENCE TOWN SCAX,CTWN,32,,,,GREY,ST,CLARENCE TOWN,NSW,2321,151,46,52,E,32,35,17,S,56,385609,6393735,1462
,CLIFTON GROVE SCAX,CNGE,,,,,BANJO PATERSON,WAY,CLIFTON GROVE,NSW,2800,149,8,42,E,33,15,19,S,55,699826,6318368,4297
,CLOVASS SCAX,CLVS,,,,,TATHAM - TOMKI,RD,CLOVASS,NSW,2480,153,9,39,E,28,52,36,S,56,515681,6805681,4298
,CLUNES SCAX,CLNS,,,,,JAMES GIBSON,RD,CLUNES,NSW,2480,153,27,22,E,28,44,18,S,56,544534,6820933,1491
,CLYBUCCA SCAX,CLYA,,,,,PLUMMERS,LANE,CLYBUCCA,NSW,2440,152,58,33,E,30,57,0,S,56,497692,6575951,4299
,COBAKI TE,BILH,,,,,,,COBAKI LAKES ESTATE,NSW,2486,,,,,,,,,,,,
,COBAR EXCHANGE,CBAR,47,,,,LINSLEY,ST,COBAR,NSW,2835,145,50,13,E,31,29,58,S,55,389557,6514457,3362
300M FROM PRINCES HIGHWAY IN,COBARGO SCAX,COGO,,,,,TARLINGTON,ST,COBARGO,NSW,2550,149,51,40,E,36,25,16,S,55,756531,5965544,3363
CORNER HALLORAN STREET &,COBBADAH -OLD- SCAX,CDAH,,,,,CLARKE,ST,COBBADAH,NSW,2347,150,28,44,E,30,10,25,S,56,257232,6659301,1502
,COBBITTY SCAX,CBTY,,,,,CUTHILL,RD,COBBITTY,NSW,2570,150,40,53,E,34,0,46,S,56,285896,6234012,1510
,COFFS HARBOUR EXCHANGE,CFSH,3,,,,MOONEE,ST,COFFS HARBOUR,NSW,2450,153,6,47,E,30,17,48,S,56,510870,6648348,3368
,COLEAMBALLY TE,CLLY,1,,,,IBIS,CRES,COLEAMBALLY,NSW,2707,145,52,28,E,34,48,10,S,55,397031,6148253,3372
CORNER SCONE STREET &,COLINROOBIE SCAX,CBIE,,,,,MAIN,ST,COLINROOBIE,NSW,2700,146,34,41,E,34,27,0,S,55,461253,6187871,1512
CORNER QUEEN ST &,COLLARENEBRI EXCHANGE,CBRI,,,LOT,36,NARRAN,ST,COLLARENEBRI,NSW,2833,148,32,40,E,29,34,13,S,55,649610,6727831,3378
APPROXIMATELY 30K SW OF GOULBURN AT TURN OFF TO CURRAWANG ON,COLLECTOR SCAX/COAX,CLTR,,,,,FEDERAL,HWY,COLLECTOR,NSW,2581,149,26,8,E,34,53,30,S,55,722575,6136270,1514
APPROXIMATELY 20K WEST OF COROWA ON,COLLENDINA SCAX,CNDA,,,,,COROWA,RD,COLLENDINA,NSW,2646,146,14,50,E,35,55,51,S,55,432084,6023464,1515
CNR LYNWOOD AVE,COLO VALE EXCHANGE,COVE,,,,,RAILWAY,AVE,COLO VALE,NSW,2575,150,31,52,E,34,23,18,S,56,273026,6192030,8938
,COMARA EXCHANGE,COMR,,,LOT,39,ARMIDALE,RD,COMARA,NSW,2440,152,20,47,E,30,45,23,S,56,437444,6597225,4303
,COMBOYNE SCAX,CBOY,,,,,COMBOYNE,RD,COMBOYNE,NSW,2429,152,27,40,E,31,36,4,S,56,448881,6503662,1649
,COMO EXCHANGE,COMO,11,,,,ORTONA,RD,COMO,NSW,2226,151,4,10,E,34,0,13,S,56,321704,6235750,3382
PT WLC 968  VIA BYROCK ON,COMPTON DOWNS SCAX,BRNA,,,,,BREWARRINA-BYROCK,RD,NORTH COMPTON,NSW,2831,146,34,6,E,30,25,13,S,55,458552,6634571,4724
20 K NE DENILIQUIN IN,CONARGO SCAX,CNRG,,,LOT,158,MCKENZIE,ST,CONARGO,NSW,2710,145,10,49,E,35,18,26,S,55,334558,6091367,
,CONCORD EXCHANGE,CONC,35,,,,YARALLA,ST,CONCORD,NSW,2137,151,5,38,E,33,50,58,S,56,323657,6252912,3385
,CONDOBOLIN  EXCHANGE,CBLN,,,,,,,CONDOBOLIN,NSW,2877,147,9,24,E,33,4,42,S,55,514632,6340024,
